Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ghana,GHA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712365300,978658300,1456817408,1875713086,2212273634,2921915559,4136575547,6200523340,6597796462,9280938302,12645724165,,,
Gibraltar,GIB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35191E+11,6.4656E+11,,,,,,,,,,,,,,,
"Gambia, The",GMB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428710000,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09779E+11,3.58248E+11,3.36459E+11,,,,,
Greece,GRC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,239148936.2,307028613.4,406016140.9,480616287.6,646661775.5,794218635.4,961760821.7,1183037417,1521261922,2057872340,3607278063,3496962583,4963433602,6120586941,7272017608,8959119589,10834101247,14440733676,19258547322,,,,,41662000000,45511000000,49113000000,54110000000,56598000000,61222000000,65246000000,69355000000,75922000000,84938000000,86415000000,93348000000,1.03548E+11,1.15443E+11,1.22795E+11,1.14947E+11,1.12472E+11,1.05402E+11,1.08107E+11,86290000000
Grenada,GRD,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154270000,153970000,155600000,160790000,159820000,,,,218600000,230400000,258400000,283300000,285700000,320800000,301100000,317500000,346000000,413600000,416600000,408500000,420800000,458100000,,
Greenland,GRL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3133570000,3859580000,5194670000,5542040000,5930970000,6439592000,7634800000,8918270000,11674560000,14229760000,16381880000,19380430000,20758690000,24968560000,24128930000,26660700000,29905500000,32608300000,34564500000,38244513141,42143089467,46513924130,51170792587,,
Guam,GUM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72083E+11,2.66967E+11,2.53661E+11,2.77516E+11,2.45787E+11,2.63074E+11,3.16293E+11,3.12157E+11,,,,,
Honduras,HND,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,211500000,203200000,220400000,267500000,338500000,,,,,,,,,,,,,,,,,,,,,,,,,,,29852600000,31560650000,36531900000,41068250000,52374771000,57855056000,65070200000,68081600000,75395166608,84914253465,89969723248,1.00515E+11
Heavily indebted poor countries (HIPC),HPC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160920000,986730000,13638020000,32850630000,41782170000,45455940000,51454480000,59326840000,63892990000,69722990000,71800000000,75448100000,80715300000,86941400000,92332100000,98751000000,1.09075E+11,1.18686E+11,1.20554E+11,1.22584E+11,1.22428E+11,1.2093E+11,,
Haiti,HTI,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,4.151E+11,4.37E+11,4.575E+11,4.816E+11,5.12E+11,6.045E+11,6.661E+11,7.485E+11,9.056E+11,1.0608E+12,1.2923E+12,1.5741E+12,1.8601E+12,2.3202E+12,2.99525E+12,3.3492E+12,3.96089E+12,4.73303E+12,5.11968E+12,5.52133E+12,6.32188E+12,7.51578E+12,8.20936E+12,8.84291E+12,9.50129E+12,1.04886E+13,1.0969E+13,1.21052E+13,1.19817E+13,1.20419E+13,1.29008E+13,1.27452E+13,1.40864E+13,1.46638E+13
IBRD only,IBD,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4882E+13,2.556E+13,3.0433E+13,3.53178E+13,3.8164E+13,4.4138E+13,5.5189E+13,8.65955E+13,1.28355E+14,1.79577E+14,,,2.86273E+14,3.27382E+14,3.86937E+14,,,,,,9.61809E+14,1.18E+15,1.35E+15,,
IDA only,IDX,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9206E+11,1.01584E+12,1.15066E+12,1.3267E+12,1.50059E+12,1.71744E+12,1.964E+12,2.25574E+12,2.55346E+12,2.94343E+12,3.29765E+12,3.59919E+12,4.00138E+12,4.35009E+12,4.82203E+12,5.51138E+12,6.46256E+12,7.47431E+12,9.4996E+12,1.07286E+13,1.26008E+13,1.26008E+13,1.60762E+13,,
Not classified,INX,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,920560106.9,1111020819,1352271054,1895718951,2359173350,2792154034,3429562550,4196484349,5414163166,6876901433,8756113789,9865864869,10604852431,11713333774,12202182934,12958946828,12932282329,12363439670,13529059226,14581672093,15683804745,16961161252,17992188571,20374450000,21264060000,22943070000,24995660000,28276670000,29984580000,35322800000,40028600000,43227570000,46386580000,51779410000,56687120000,62945270000,69411580000,74623610000,1.043E+11,74681390000,68562090000,67901420000,68045730000
"Iran, Islamic Rep.",IRN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5716E+12,7.102E+12,9.983E+12,1.5741E+13,2.1712E+13,2.9363E+13,4.2215E+13,5.0413E+13,6.4232E+13,7.87547E+13,9.79201E+13,1.29546E+14,1.78988E+14,2.1609E+14,2.72614E+14,3.94213E+14,5.05975E+14,5.46384E+14,7.09549E+14,8.06599E+14,,,,,
Iraq,IRQ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,169500000,246600000,406500000,570400000,684700000,988400000,1605900000,2479300000,3707900000,5895400000,9636200000,17750100000,21061300000,31156600000,45738200000,57066700000,78293700000,1.01432E+11,1.10928E+11,1.24995E+11,1.2671E+11,1.27471E+11,1.34336E+11,1.3936E+11,1.47733E+11,1.46027E+11,1.76837E+11,1.94144E+11,2.08218E+11,2.37254E+11,2.60023E+11,2.80028E+11,2.96095E+11,3.15568E+11,3.43596E+11,3.88118E+11,6.56115E+11,5.7068E+11,6.09904E+11,5.90746E+11,6.10015E+11,6.0601E+11,6.61988E+11
Israel,ISR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,1400000,2500000,3500000,5200000,7200000,10700000,15900000,33600000,80400000,197200000,438200000,1363600000,6766100000,19703000000,26530100000,32240000000,34701700000,42202400000,52707300000,48983000000,76285000000,84433000000,99961000000,1.22659E+11,1.46273E+11,1.62039E+11,1.79243E+11,1.94231E+11,2.37031E+11,2.51995E+11,2.6862E+11,2.63181E+11,2.6234E+11,2.71909E+11,2.82123E+11,2.88082E+11,3.00902E+11,3.17003E+11,3.33784E+11,3.52343E+11,3.80044E+11,4.00484E+11,4.12414E+11
Italy,ITA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,14066220104,17818279475,23824673212,28991308030,35405702717,46795643170,60358834253,81419430141,,,,,,2.27519E+11,2.53442E+11,2.5424E+11,2.85005E+11,3.1608E+11,3.51958E+11,3.95602E+11,4.16556E+11,4.19972E+11,4.67445E+11,4.86209E+11,4.8572E+11,4.64669E+11,4.67656E+11,4.79883E+11,5.15382E+11,5.22625E+11,5.39487E+11,5.51579E+11,5.73233E+11,6.02452E+11,6.18844E+11,6.43584E+11,6.79446E+11,6.70024E+11,6.73463E+11,6.84977E+11,6.84402E+11,6.92002E+11
Jamaica,JAM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,654300000,812800000,899200000,,,,,,2735000000,3057000000,4335700000,,,,,,,18057994000,37115214000,48047518000,67978118000,95448211000,88835075000,98370234000,1.09486E+11,1.21224E+11,1.32403E+11,1.58334E+11,1.87008E+11,2.13546E+11,2.15424E+11,2.54696E+11,3.03335E+11,3.5548E+11,4.39087E+11,4.12426E+11,4.31438E+11,4.35076E+11,4.41142E+11,4.48883E+11
Jordan,JOR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819760000,856540000,891250000,1005890000,1086190000,1232420000,1414930000,1460020000,1599730000,1546890000,1626800000,1717430000,1925200000,2130010000,2600240000,3181800000,3496580000,4110600000,4899300000,5089600000,4746600000,5739540000,6485400000,,
Japan,JPN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,1.0615E+13,1.3076E+13,1.7475E+13,2.0242E+13,2.3858E+13,2.7817E+13,3.2757E+13,3.7147E+13,4.1475E+13,4.5005E+13,4.7181E+13,4.9301E+13,5.0504E+13,5.2504E+13,5.3993E+13,5.5002E+13,5.7358E+13,6.3283E+13,6.3872E+13,,,,,,,,,,,,,,,8.06514E+13,7.96555E+13,7.5923E+13,8.10088E+13,9.01233E+13,8.7172E+13,9.24704E+13,9.09067E+13,9.23779E+13,
Kazakhstan,KAZ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.134E+11,2.8854E+11,2.8598E+11,3.56748E+11,4.41048E+11,4.79251E+11,6.40475E+11,8.25971E+11,,,,,,,,,,
Kenya,KEN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43700000000,53912000000,55955000000,78435000000,1.20266E+11,1.18601E+11,1.36468E+11,,,1.62334E+11,1.88417E+11,1.96563E+11,2.1398E+11,2.65813E+11,2.57493E+11,3.20405E+11,3.57205E+11,4.50777E+11,4.93772E+11,5.71828E+11,6.82121E+11,8.334E+11,,
Kyrgyz Republic,KGZ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4127800000,4877800000,6406300000,6927800000,8643900000,10328200000,11643400000,,,,,17996470800,25666353800,31499508000,37853990000,46592562000,62184293000,71155419000,,
Cambodia,KHM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57411E+12,1.72211E+12,1.75366E+12,1.95498E+12,2.56316E+12,2.87386E+12,3.59254E+12,4.72147E+12,5.0025E+12,5.75433E+12,5.99314E+12,7.27421E+12,8.3977E+12
Kiribati,KIR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103050000,102150000,109900000,123330000,146480000,,,,,,295100000,307000000,323500000,333100000,381500000,439800000,478200000,500100000,536200000,545200000,530100000,594900000,546500000,,
"Korea, Rep.",KOR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6593E+13,3.196E+13,3.7244E+13,4.1348E+13,4.9124E+13,5.703E+13,6.5038E+13,7.0737E+13,8.20571E+13,8.78067E+13,1.00293E+14,1.15462E+14,1.2116E+14,1.44874E+14,1.55968E+14,1.70612E+14,1.86558E+14,1.96369E+14,2.11421E+14,2.3266E+14,2.33138E+14,2.51895E+14,,,
Kosovo,KSV,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550000000,6579000000,5375000000,3988000000,3850000000,3766000000,3939000000,3515000000,3677000000,,,4655000000,4800000000,5391000000,6179000000,6727000000,10183000000,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5095E+12,4.1459E+12,5.13369E+12,5.72046E+12,6.49938E+12,7.51589E+12,9.00653E+12,,
Lebanon,LBN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84546E+12,7.357E+12,7.9389E+12,7.7185E+12,8.1858E+12,9.22548E+12,8.5635E+12,8.69939E+12,1.05283E+13,1.18162E+13,1.34101E+13,1.53612E+13,1.49773E+13,1.58884E+13,1.77827E+13,1.88637E+13,1.88124E+13
Liberia,LBR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368400000,401000000,405500000,466600000,490400000,480200000,484800000,482400000,627400000,661800000,723200000,745200000,825900000,,
Latin America & Caribbean,LCN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79275000000,94988000000,1.01982E+11,1.14095E+11,1.40729E+11,1.73292E+11,1.91849E+11,2.03264E+11,2.21563E+11,2.34678E+11,2.89114E+11,3.35149E+11,3.62362E+11,3.73202E+11,4.33036E+11,4.95363E+11,6.21464E+11,7.17409E+11,8.47371E+11,1.0134E+12,1.08069E+12,1.16701E+12,1.35454E+12,,
Lower middle income,LMC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469855000,636890000,709494000,,1051300000,1163400000,1206100000,,,,,2580300000,2981600000,3036618933,3333336570,3649312707,4652785742,5183257188,6868151728,,,,,,
Late-demographic dividend,LTE,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28710611.68,,640697405,1142058619,737937326.2,749510542.2,1669204703,1548360751,1410866543,1458196247,1055543327,1463597660,1540995714,1663206673,1894500116,2166079703,2660527688,3293605190,3285802827,3235174351,3609505329,3298488184,3383271548,3483682808
Luxembourg,LUX,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,477393350,555430231.6,663685333.9,847200910.3,991995518.1,1111678512,1173627104,1313786103,1454316942,1633296067,1860887112,2037362512,2131685998,2158111448,2277794442,2466441414,2648420051,2752609699,3194727801,3539869955,4064536600,4415355516,4769595363,4886402792,5152566070,5586404528,,6964112051,7437330178,8000564884,8720828054,9560961949,10525853784,11202557685,11782175699,12410064062,13442182980,14716239958,15710128930,16795374361,18085732209,18995691082,19522517877
Latvia,LVA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773273914.2,1039692432,1220468296,1430128457,1737326481,1915996494,1900615250,1953859113,2272482797,2469678602,2936949704,3740303129,4603559456,5512916830,6785675665,6549969835,6455842596,6211680639,6366459212,,
"Macao SAR, China",MAC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7123170000,7748580000,8147210000,9780639403,8166697363,8431134125,8841627850,9643755178,10120172035,11262000000,12932000000,14927334590,23078063286,29395356255,33231322259,35451469155,37629531288,,
St. Martin (French part),MAF,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,4056000000,4386000000,7603000000,8071000000,8823000000,10179000000,11485000000,13462000000,16956000000,21189000000,22979000000,24182000000,26156000000,31748000000,34162000000,34573000000,38398000000,43874000000,44233000000,52471000000,56331000000,66786000000,72148000000,80679000000,,86608000000,93694000000,98559000000,,,1.29237E+11,1.3177E+11,1.41139E+11,1.58214E+11,1.60111E+11,1.79462E+11,2.09478E+11,2.05207E+11,2.31959E+11,2.66327E+11,,,
Monaco,MCO,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3425300000,3034900000,3573300000,4633700000,4244500000,,6136000000,8731400000,11038900000,14261600000,17316400000,20625300000,22988100000,25143800000,27024200000,29380900000,,
Madagascar,MDG,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5738E+11,6.1436E+11,5.676E+11,7.60748E+11,1.02759E+12,1.1147E+12,1.3704E+12,1.5461E+12,1.8909E+12,1.53935E+12,1.64659E+12,1.94355E+12,,,
Maldives,MDV,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340800000,430100000,541100000,614200000,691900000,878100000,955400000,1182000000,1297900000,1545500000,1875900000,1971400000,2109400000,2345700000,2788100000,4643300000,5607800000,6560100000,7463200000,8764900000,8428100000,9075743451,,,
Middle East & North Africa,MEA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24318E+11,1.30178E+11,1.50181E+11,1.69611E+11,1.94417E+11,2.75383E+11,3.64922E+11,4.84139E+11,5.36882E+11,6.86485E+11,8.48763E+11,,,,,,,,,,,,,,
Marshall Islands,MHL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89124116170,98983464608,1.0924E+11,1.26754E+11,1.2994E+11,1.31565E+11,1.34529E+11,1.37083E+11,,
Mali,MLI,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.002E+11,2.79771E+11,3.16896E+11,3.53709E+11,3.92919E+11,4.22741E+11,4.81109E+11,5.094E+11,5.25732E+11,6.20657E+11,6.75976E+11,7.49708E+11,7.6159E+11,8.66864E+11,
Malta,MLT,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,88353133.01,95364546.94,131306778.5,148870253.9,164360587,189867225.7,204076403.4,,248241323.1,313766596.8,356394130,347798742.1,351688795.7,355019799.7,369392033.5,397041695.8,430351735.4,472396925.2,1216884631,1372067671,1517592466,1688076772,1861653885,2696599115,2972117400,3140624272,3266713254,3449918472,3681062194,4001001631,4144700676,4726997438,4655578849,4834148614,5084020498,5345772187,2593360000,2568970000,2702930000,2778040000,2975300000,3153100000,3358240000
Myanmar,MMR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35944E+11,3.30832E+11,3.44775E+11,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357000000,33299000000,54387000000,76041000000,98341000000,1.52327E+11,1.73561E+11,2.04355E+11,2.74057E+11,3.06927E+11,3.36438E+11,4.49959E+11,,,9.4035E+11,1.15027E+12,1.66912E+12,1.74378E+12,2.23482E+12,3.16571E+12,4.4405E+12,,
Northern Mariana Islands,MNP,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76037811820,90491970370,1.05321E+11,,
Mauritania,MRT,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,317000000,534700000,719100000,1044700000,1299900000,1544800000,1896800000,2114900000,2618500000,3042400000,3297600000,3477400000,3805200000,4027000000,4547300000,5659800000,6465900000,7480000000,8358700000,9530400000,10101900000,12003500000,13241700000,14905500000,17475800000,19508000000,23716000000,24595000000,26921000000,28975700000,31890300000,36434500000,38585400000,43603300000,46725600000,51264900000,61133100000,67807300000,67452000000,71378200000,81466052000,88094700000
Malawi,MWI,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47420000000,47878000000,47621000000,55894000000,58849600000,66092306000,67731000000,73813000000,89533000000,96141000000,1.05745E+11,1.20552E+11,1.50664E+11,1.54485E+11,1.49763E+11,1.7993E+11,2.03767E+11,,
North America,NAC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493200000,2892900000,,,,,,,6913800000,7726644000,9200247000,10215024000,11078046000,11286663000,11836112000,13110167000,14941199000,18020900000,20928011000,23607232000,31551649375,,,
New Caledonia,NCL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0009E+12,1.153E+12,1.4003E+12,1.4856E+12,1.6916E+12,2.28E+12,2.3001E+12,3.3108E+12,3.7937E+12,3.7305E+12,,
