Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Czech Republic,CZE,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.31218917,30.79563517,30.23672328,29.27962918,29.41569468,28.94043509,29.05627319,30.81213674,32.48268706,34.33946476,34.3166392,32.48461242,32.99819642,32.70864419,31.14969679,31.33348907,34.53178837,34.01896121,33.6102002,33.16762379,,
Germany,DEU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,20.24514255,20.66405155,22.27830168,24.5751452,24.73544507,24.8111263,24.80042872,24.34463805,25.4809535,26.27023898,26.5124157,26.09149396,26.29625083,25.86343361,25.44162632,25.85476234,25.64277353,24.65059377,24.77944202,31.20369667,31.43117524,31.84901776,31.88074021,38.39247346,32.5024918,31.93026247,31.79052933,31.66668281,31.317943,30.76500677,31.13679055,31.58183489,30.40693731,30.44996219,29.21942965,27.96986348,28.23026537,30.99452095,31.25609482,28.86157477,28.45781637,28.6664516,28.42141546
Djibouti,DJI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.37540099,25.71181631,25.29123027,24.49097129,23.03626012,23.74,23.16888046,23.54130053,23.89652385,21.83951552,23.76594149,24.23190547,25.80152672,,
Denmark,DNK,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,29.41538513,27.05013916,30.40113838,31.19667062,30.0933345,30.52380754,31.41076216,32.89647364,36.11149141,38.3595774,39.47628374,39.96018319,39.45086054,37.74208566,35.24743654,35.07437721,36.65258033,37.00921525,37.04479745,36.6587934,37.63104685,40.35396889,40.71214928,42.32437966,40.99027227,39.32942976,38.97568947,38.17591487,36.793397,36.6254814,36.63870277,37.08158199,36.83113642,34.88755699,33.21980635,36.05801074,36.84115075,42.13645438,42.55699695,42.69724512,43.79969458,41.94066782,
Dominican Republic,DOM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,11.36214965,10.67514013,11.27290129,9.362931421,10.391254,,10.75527815,14.83596394,14.07178383,13.16361671,11.410095,12.15727195,11.20285791,10.70386841,11.26727351,8.478547939,9.451301651,8.487014786,6.896088666,5.566493283,7.066754684,8.624081487,8.060969053,7.830793187,8.131433803,10.46067781,10.4368118,10.95753164,11.12909826,12.51525373,12.77961946,10.89621457,13.72693192,14.44098409,14.58778847,13.6157659,15.44017219,15.1518994,14.23999993,13.96401305,15.89161743,15.82287824,
Algeria,DZA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.23995965,24.17889039,22.37338515,23.79523132,23.45362925,23.9236298,20.76374462,22.7956995,24.27050677,21.78210315,20.9025306,17.09739047,19.19007163,21.01308533,23.23975829,25.65092026,24.47053632,29.53107297,,,
East Asia & Pacific (excluding high income),EAP,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.89806797,16.94418996,17.81464342,17.73235772,17.49293856,17.22411943,17.68704955,18.58436726,17.98616953,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.30058389,16.64279299,,,24.2647867,21.79042173,22.54634533,23.60520873,23.43184295,23.83838371,23.1668687,,,,26.45308674,34.1766553,30.9502653,28.02471999,28.8867287,28.71244113,29.81048883
Europe & Central Asia,ECS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,24.85065376,26.31063786,28.88390407,29.02137594,29.29497418,30.29337687,30.82634971,31.52925815,31.78902596,33.5666093,32.79397535,32.89966144,33.64496868,34.80887127,34.78813373,33.46838495,32.99954868,33.64380971,35.51110231,37.04297966,38.16603602,36.78282766,42.59088851,38.31970302,36.45429011,34.60798988,34.21149964,33.62280731,33.77376629,34.04038081,34.6510111,34.1409536,34.25345589,33.68968244,33.49557925,34.17914796,37.88846396,37.49504098,35.99665434,36.79543561,36.58925663,36.68285616
Ecuador,ECU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.293867971,9.876301241,16.6600397,20.88830998,21.5223657,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.02907514,27.62116498,34.94392523,31.48453608,31,28.125,26.94812554,24.23204212,,,,,27.24835049,27.33245509,26.89037709,27.38885794,32.76367169,29.33523093,30.31820436,30.07712531,28.86025195,29.1899278,29.00295787,,
Euro area,EMU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,22.86926666,24.48926664,25.6018508,28.29052771,28.362307,28.85226611,30.04928883,30.6143437,31.89984205,31.77193883,33.17468327,33.30887468,33.52684308,33.81102002,35.77426224,36.13251423,34.76890299,34.30552302,34.52644976,37.02642932,38.32993969,39.6811067,39.05464389,41.6939654,40.28421457,38.06952009,36.8455466,36.3261607,35.52148329,35.61652982,35.58939186,36.12271401,35.57635461,35.56242744,35.0788159,34.45178642,35.18076615,38.57133325,38.68456125,37.29564539,38.25614028,38.06313161,37.89443356
Eritrea,ERI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,16.04049097,16.23720515,16.44177869,17.33612875,17.63869528,19.23474085,21.00841471,22.58825962,23.15379576,23.52534081,26.34829553,27.00102674,27.69087142,29.70274486,29.60441026,29.64648687,29.18002829,29.48082172,29.4124689,30.23742505,31.79735698,34.72517147,33.85706829,24.70081879,35.14299415,21.97649257,21.56659603,20.61007949,20.15117988,19.49128555,17.98747611,17.3908985,17.72898238,16.88843134,16.99527964,17.05725444,17.62280652,21.41813882,19.77134145,19.66119619,25.47954111,22.33368112,21.5785278
Estonia,EST,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.085350178,2.263794417,1.893843838,1.979541932,2.078105902,1.874127994,1.769844687,1.760853952,1.746751659,1.762898796,1.714763666,1.700534393,1.680639064,1.964872835,2.343149103,2.205702155,2.008499199,1.963276249,1.976789607,
Ethiopia,ETH,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08524824,13.27510748,11.39437578,10.46705828,12.43934556,11.86534759,11.09548648,12.3955205,16.0038959,18.15917265,,14.51271891,17.24556187,15.76337329,16.16704923,14.8516589,9.515827033,7.693193532,12.87806064,12.15311671,12.50319755,10.58393132,,,
European Union,EUU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,24.39943443,25.20672974,26.90403537,29.54427398,29.63859215,29.8430857,30.85422285,31.30197955,32.64049654,33.25845529,34.28992528,34.26998795,34.38086912,34.58948174,35.77466449,35.69255668,34.24009269,33.69844522,34.35710777,36.73639692,38.37940556,39.38737959,38.73863141,40.86452883,39.49432844,37.50782559,36.40230422,35.9443523,35.26039014,35.50517585,35.66926216,36.33968048,35.88433013,36.03035886,35.46036233,34.97063382,36.0224651,39.1764716,39.20848463,37.87351431,38.70252613,38.31206244,37.58885407
Fragile and conflict affected situations,FCS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,20.64277311,19.85754064,21.07349213,24.6914245,25.36495067,26.16351382,26.14854131,25.97463466,25.35602018,25.80523948,27.03431156,28.0608833,26.98463958,27.79364279,28.22844283,28.70695904,27.59146227,26.86829968,28.13955321,34.40849336,39.09419849,41.88359525,40.42232123,49.34757904,45.73388203,41.27309505,38.38862953,37.35650749,34.7810452,34.12837431,35.24334239,35.79095989,35.49915761,35.61656335,35.22831288,33.6004159,34.35014016,39.3478393,39.58845537,39.01985584,40.10751127,41.17135017,41.72496444
Fiji,FJI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.95656566,23.57884427,24.21013769,27.58754709,26.98323604,26.76350644,26.96251673,,,,,,,,24.92124643,24.49545391,26.30340028,,,,,,,,
France,FRA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,29.88930023,29.23883816,30.99327177,33.46096161,33.66679344,34.03302316,34.99137269,35.38811025,36.34872234,38.74441333,39.7981462,40.52597126,40.91741865,41.19582744,40.60937881,40.42770273,39.54539422,38.60612883,38.762191,39.99120159,41.31986415,43.50702445,43.66278534,47.19104351,47.23066683,47.44452463,45.69142154,45.46462367,44.2375421,44.59401319,45.54888258,45.82151752,45.23278251,45.38496923,44.95545758,44.48694691,45.03979357,48.34657561,49.63024767,47.96857743,48.57761189,48.56521149,49.186955
