Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Guinea-Bissau,GNB,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72788E+11,6.88634E+11,9.05659E+11,,,,,
Greece,GRC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,191724137.9,242435803.4,281907556.9,340983125.5,470873074.1,546118855.5,681790168.7,822949376.4,979046221.6,1048862803,1598796772,1992223037,2219163610,2677035950,3611357300,4267204696,4793132795,4905267792,6886074835,,,,,190000000,255000000,284000000,321000000,311000000,477000000,591000000,659000000,702000000,694000000,609000000,43527000000,47104000000,48915000000,46974000000,45691000000,45699000000,45052000000,42877000000,43595000000
Grenada,GRD,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150320000,147120000,158940000,157870000,172200000,,,,232000000,265100000,254600000,262400000,298300000,279500000,343900000,360000000,402800000,433800000,379900000,389900000,403000000,403200000,,
Greenland,GRL,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355930000,3465220000,4488320000,5023710000,5051540000,6569610000,8144000000,9382470000,11623310000,13863060000,15071600000,15966240000,19306700000,20317660000,22001040000,23276840000,27251600000,31566600000,33356000000,31829943218,34759290440,40209543217,42772028391,,
Guam,GUM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16167E+11,1.30933E+11,1.55611E+11,1.75069E+11,1.87699E+11,2.30137E+11,2.17201E+11,2.074E+11,,,,,
Honduras,HND,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,171400000,197600000,230100000,249200000,314400000,437200000,489400000,576800000,699500000,699100000,,,,,,,,,,,,,,,,,,,,,,19632400000,23411900000,26707600000,31434900000,38269987000,42329200000,39034950000,43172300000,49543840000,53289770000,56719040704,68591319941
Heavily indebted poor countries (HIPC),HPC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65690000,534140000,8404690000,23497210000,26678010000,29146840000,32000000000,40452570000,38317530000,39939000000,40492000000,45171300000,47912200000,49833600000,53449000000,58469000000,64235000000,69573000000,63678900000,62856581800,61422186000,64693897900,,
Haiti,HTI,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,2.858E+11,3E+11,3.425E+11,3.527E+11,3.219E+11,3.876E+11,4.368E+11,5.036E+11,5.182E+11,6.109E+11,6.636E+11,7.365E+11,9.226E+11,1.0979E+12,1.34553E+12,1.62327E+12,1.83698E+12,2.15769E+12,2.51896E+12,2.96361E+12,3.27848E+12,3.62247E+12,3.94462E+12,4.29623E+12,4.49189E+12,4.79844E+12,5.49288E+12,6.32254E+12,6.16316E+12,6.22034E+12,5.98225E+12,6.58857E+12,6.87136E+12,7.40964E+12
IBRD only,IBD,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74316E+13,3.9098E+13,4.44999E+13,4.7344E+13,6.0958E+13,6.8017E+13,7.581E+13,1.00506E+14,1.43627E+14,1.7943E+14,,1.90614E+14,2.15468E+14,2.49404E+14,2.83093E+14,,,,,,7.23307E+14,8.73874E+14,9.80518E+14,,
IDA only,IDX,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7574E+11,6.7358E+11,7.4637E+11,7.4768E+11,9.2294E+11,1.11237E+12,1.28762E+12,1.39219E+12,1.43789E+12,1.71752E+12,1.88527E+12,1.87059E+12,2.16266E+12,2.54346E+12,3.04958E+12,3.66152E+12,4.73512E+12,5.93147E+12,6.05298E+12,6.24527E+12,7.93072E+12,7.93072E+12,1.07761E+13,,
Not classified,INX,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,702165157.4,859612679.1,943415392.3,1159270866,1580823908,1844929428,2144587614,2496305062,3255608433,4127918493,5068794409,5842064899,6622953817,6948006765,7411461164,7954909061,9051962761,9079896999,9599219873,10066483486,10822104616,11647307393,13115886455,14526000000,16367000000,18650000000,21310000000,24730000000,28588000000,29556000000,31974000000,35645000000,39258000000,42796000000,49593000000,51114000000,44572000000,37398000000,36559000000,37518000000,39441000000,41067000000,45022880000
"Iran, Islamic Rep.",IRN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1167E+12,3.3142E+12,4.9449E+12,4.097E+12,6.108E+12,1.2278E+13,2.1489E+13,3.2164E+13,3.0562E+13,3.95551E+13,3.6813E+13,4.24298E+13,5.11231E+13,6.54394E+13,8.50491E+13,1.35143E+14,1.51849E+14,1.92815E+14,2.40954E+14,3.02247E+14,,,,,
Iraq,IRQ,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,169100000,238000000,360000000,494800000,662100000,911300000,1440200000,2203200000,3441100000,5690700000,9090000000,14136700000,19014600000,24901600000,33296400000,44183500000,58591000000,75851000000,88628600000,93175900000,94376600000,94615800000,99458200000,1.03751E+11,1.15794E+11,1.18062E+11,1.44549E+11,1.6802E+11,1.78139E+11,1.82631E+11,1.92973E+11,2.07585E+11,2.40338E+11,2.88301E+11,3.27982E+11,3.5736E+11,3.60148E+11,3.21362E+11,3.36083E+11,3.61985E+11,3.94854E+11,4.3041E+11,5.1099E+11
Israel,ISR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,900000,1100000,2000000,2800000,4100000,6100000,9500000,20300000,44200000,100200000,263600000,680600000,3198800000,11396400000,17339000000,20550600000,23797400000,26644200000,31935100000,30971000000,49552000000,58082000000,71458000000,81729000000,92460000000,1.05344E+11,1.13205E+11,1.23956E+11,1.46365E+11,1.46674E+11,1.47559E+11,1.44338E+11,1.50822E+11,1.6215E+11,1.78959E+11,1.9128E+11,1.84204E+11,1.78285E+11,1.96819E+11,2.12765E+11,2.19435E+11,2.42299E+11,2.56863E+11
Italy,ITA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,6631823041,9048324872,9761551850,13595727869,17501691396,21572404675,26656406390,36662758809,44970484488,57864347431,73425710257,83265763556,90952708042,1.09337E+11,1.15918E+11,1.39289E+11,1.57588E+11,1.76725E+11,1.98084E+11,2.14254E+11,2.27407E+11,2.29717E+11,2.28355E+11,2.40662E+11,2.67721E+11,2.66588E+11,2.80402E+11,2.78976E+11,2.89408E+11,2.91768E+11,2.9864E+11,3.03686E+11,3.09157E+11,3.42585E+11,3.60165E+11,3.57316E+11,3.5288E+11,3.57217E+11,3.65164E+11,3.80607E+11,3.79601E+11,3.80396E+11
Jamaica,JAM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,624900000,631700000,633700000,1028400000,1068600000,1276400000,1517100000,,1647700000,2538900000,3439600000,,,,,,,18786066600,29110932000,37987659000,49370974000,55754999000,60100880000,67139112000,74633962000,84658631700,90985469800,1.03126E+11,1.33208E+11,1.56412E+11,1.77365E+11,2.05003E+11,2.3907E+11,2.72011E+11,2.89402E+11,3.062E+11,3.18678E+11,3.53663E+11,3.80966E+11,4.11585E+11
Jordan,JOR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497180000,530960000,829390000,812470000,871060000,976350000,1065310000,978950000,1016690000,1046380000,1139640000,1188770000,1187700000,1316920000,1698725099,2179200000,2621330000,2995200000,2758100000,2879900000,2985900000,3062200000,3351400000,,
Japan,JPN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,1.0121E+13,1.3725E+13,1.5813E+13,1.4478E+13,1.5872E+13,1.7748E+13,1.9739E+13,2.2993E+13,2.6392E+13,2.9517E+13,3.0975E+13,3.2061E+13,3.4854E+13,3.819E+13,3.9629E+13,4.4498E+13,4.9024E+13,5.2337E+13,5.873E+13,6.3413E+13,5.7561E+13,5.7408E+13,,,,,,,,,,,,5.31314E+13,5.53895E+13,5.37334E+13,4.65082E+13,4.09659E+13,4.40801E+13,4.59801E+13,4.79238E+13,5.21321E+13,
Kazakhstan,KAZ,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13492E+11,1.26438E+11,1.56182E+11,2.65746E+11,3.13432E+11,4.58227E+11,6.03396E+11,8.16458E+11,,,,,,,,,,
Kenya,KEN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39518000000,48682000000,49927000000,59840000000,95350000000,1.09031E+11,1.23729E+11,1.28127E+11,1.46509E+11,1.62898E+11,1.81924E+11,1.79064E+11,1.78434E+11,2.1629E+11,2.64322E+11,2.8194E+11,3.26185E+11,3.96386E+11,4.45167E+11,4.98637E+11,5.94198E+11,6.76601E+11,,
Kyrgyz Republic,KGZ,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795700000,1763900000,2432100000,2947020000,3839210000,4865100000,5954000000,7675500000,9187900000,,,,,16180403200,23266027100,31034655000,30256058000,33122189000,46125191000,56247114000,,
Cambodia,KHM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37146E+12,1.39715E+12,1.74021E+12,2.03285E+12,2.44134E+12,3.39803E+12,4.42985E+12,4.15402E+12,4.70623E+12,5.28742E+12,6.28173E+12,7.40759E+12,9.86373E+12
Kiribati,KIR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84390000,86850000,94950000,108230000,121500000,,,,,,188000000,194600000,212100000,233900000,281900000,344100000,374100000,399600000,420700000,394500000,343000000,408000000,399000000,,
"Korea, Rep.",KOR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6913E+13,3.0397E+13,3.5333E+13,3.9397E+13,4.7261E+13,5.6774E+13,6.4961E+13,6.9928E+13,6.77977E+13,7.5658E+13,9.29347E+13,9.57928E+13,1.03968E+14,1.14664E+14,1.17796E+14,1.27466E+14,1.38044E+14,1.61459E+14,1.67306E+14,1.64542E+14,1.77718E+14,1.92381E+14,,,
Kosovo,KSV,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82000000,8000000,5000000,79000000,105000000,93000000,91000000,108000000,118000000,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6799E+12,4.69928E+12,5.76134E+12,6.33692E+12,7.66866E+12,9.10076E+12,1.1116E+13,,
Lebanon,LBN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89369E+12,3.30346E+12,3.50672E+12,3.0967E+12,3.1604E+12,4.1664E+12,4.6553E+12,5.266E+12,4.91556E+12,4.98264E+12,5.59317E+12,7.20714E+12,8.99535E+12,9.76208E+12,9.85754E+12,1.00847E+13,9.94077E+12,1.02299E+13
Liberia,LBR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486300000,442300000,448500000,466600000,537900000,576900000,647800000,703400000,781300000,770800000,776200000,816500000,810400000,,
Latin America & Caribbean,LCN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61206000000,68157000000,76353000000,87274000000,99417000000,1.18543E+11,1.30203E+11,1.42512E+11,1.47368E+11,1.66028E+11,1.82392E+11,2.05839E+11,2.21786E+11,2.31648E+11,2.81552E+11,3.36829E+11,4.28379E+11,5.08947E+11,5.85621E+11,6.18933E+11,7.24746E+11,8.12611E+11,9.08911E+11,,
Lower middle income,LMC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558033000,700721000,881282000,1098882000,1268800000,1413500000,1553900000,1783700000,1690800000,1882800000,1934700000,2378500000,2575900000,2930189579,3724576185,4019163491,5904160775,6403269169,7906500000,,,,,,
Late-demographic dividend,LTE,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24601772.47,,469560936.1,718547266,445600671.9,531823447.6,734896316,836691960.1,817745018.5,784986098.2,796744671,844329240,919291589.4,1021689643,1200333063,1426995482,1711480538,1937398633,1327412535,1296220459,1404263207,1502716636,1584273633,1678796918
Luxembourg,LUX,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,345786677.7,433615353.5,542862029.9,588449649.1,666213847.8,768197243.9,872089420.2,877419130.9,974692550.1,1060339763,1195441734,1459547495,1582676209,1675239651,1788774885,1875983827,2022637637,2215647535,2421671844,2530447522,2744032583,3244306505,3674624875,3807594962,4194415455,4492319019,,5071723392,5802705368,5855400938,6088044397,6343508575,6698457425,7645744960,8196476401,9001643682,9341890450,9246727070,10003605071,10582119630,11286898548,11994522108,12642479547
Latvia,LVA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439951963.8,485227744.9,617640195.6,845043568.3,950122651.6,941357761.2,956881292.7,1020583264,1124865539,1282576650,1439803985,1940512575,2523036295,3290092259,3457578500,2496131212,2314414830,2676098884,3052153943,,
"Macao SAR, China",MAC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7491650000,9242900000,7713550000,7426633620,8113405900,9037036232,10206455270,13260934779,18159528344,20438000000,25153000000,37730492222,50989542404,50514150706,77716833150,1.10566E+11,1.26999E+11,,
St. Martin (French part),MAF,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,3472000000,4010000000,5208000000,7205000000,7011000000,9942000000,10758000000,12425000000,14161000000,15547000000,18390000000,19389000000,21629000000,23981000000,28382000000,31287000000,38115000000,40941000000,46459000000,51765000000,59440000000,59602000000,61781000000,61168000000,,72375000000,76953000000,81118000000,,,88781303143,93663657143,1.00353E+11,1.15911E+11,1.29508E+11,1.54795E+11,1.89941E+11,1.75566E+11,1.79045E+11,1.91051E+11,,,
Monaco,MCO,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942700000,1630300000,1649300000,1855300000,2359000000,2318800000,2905500000,4052500000,5239600000,6960100000,8758900000,10988700000,12865000000,10687200000,13079900000,15053300000,16450000000,,
Madagascar,MDG,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,39864000000,41474000000,,,,,78828000000,91355000000,97470000000,,,,,,,,3.606E+11,3.541E+11,86840000000,67220000000,96820000000,1.053E+11,1.4044E+11,2.2416E+11,2.7486E+11,3.3758E+11,,,5.9444E+11,5.8128E+11,4.6082E+11,6.78473E+11,8.87124E+11,1.0199E+12,1.2608E+12,1.57314E+12,2.0872E+12,1.56975E+12,1.78073E+12,2.02271E+12,,,
Maldives,MDV,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286800000,366200000,450400000,485200000,536400000,638500000,713100000,864100000,902700000,977300000,1013800000,1046600000,1091700000,1268700000,1647200000,1722800000,2370400000,2905100000,3366800000,2732000000,2931100000,4892983050,,,
Middle East & North Africa,MEA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87062000000,1.0959E+11,1.30404E+11,1.4151E+11,1.51277E+11,1.96003E+11,2.73058E+11,3.56141E+11,3.92295E+11,4.93975E+11,6.40777E+11,,,,,,,,,,,,,,
Marshall Islands,MHL,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56831664037,60547984389,71127943666,76854000000,71023000000,73753000000,78910000000,76617000000,,
Mali,MLI,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26839E+11,2.68893E+11,3.02921E+11,3.49035E+11,3.93671E+11,4.38118E+11,4.80425E+11,5.097E+11,5.19426E+11,6.24292E+11,6.81895E+11,7.6826E+11,8.25255E+11,8.52429E+11,
Malta,MLT,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,55532261.82,65362217.56,69788027.02,80293501.05,92709061.26,112951316.1,136501281.2,,198113207.5,215443745.6,219380386.7,209760074.5,199277894.2,215932914,225692988.6,233286745.9,273911017.9,307803400.9,800169334,891488584.6,991652183.4,1091978562,1116938071,1446354531,1361868157,1590239925,1550081528,1825529932,2018169113,2204216166,2434404845,2589378057,2694432798,3035895644,3244234801,3624202190,1602980000,1629490000,1678720000,1786100000,1889140000,2037130000,2265020000
Myanmar,MMR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9417000000,10480000000,12563000000,17036000000,20101000000,22644000000,31357000000,49429000000,56653000000,60294000000,75727000000,80094000000,1.12564E+11,1.70569E+11,2.97104E+11,4.76945E+11,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220000000,39883000000,43270000000,63673000000,70865000000,98633000000,79028000000,1.05955E+11,1.70269E+11,2.04078E+11,2.07305E+11,3.29942E+11,,,1.15631E+12,1.16378E+12,1.4194E+12,1.09011E+12,1.91162E+12,2.4328E+12,2.55535E+12,,
Northern Mariana Islands,MNP,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55600154411,71389161021,88205697402,,
Mauritania,MRT,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,313000000,439800000,660000000,946500000,1072900000,1109500000,1260700000,1601500000,1801100000,1953400000,2436500000,2802700000,2993000000,3502300000,4314600000,5526100000,6685800000,7748700000,9074600000,9609600000,10424500000,11682900000,11319700000,11756400000,14102200000,16000000000,18323000000,20753000000,20348000000,21767800000,26121200000,29380000000,33027600000,35723100000,38550800000,48230000000,52729100000,55483730000,59531400000,65295900000,68396700000,72398900000
Malawi,MWI,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49168000000,55664000000,47387000000,42388800000,48709000000,62741041000,66859000000,64891000000,72051000000,80593000000,86630341000,95168389525,1.12897E+11,1.06504E+11,1.09515E+11,1.34885E+11,1.51643E+11,,
North America,NAC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661000000,2230800000,2455600000,2776100000,3136100000,3610300000,4113900000,5106000000,5501400000,6597700000,7467419000,8059769000,9203197000,8645446000,10365412000,11895499000,15746550000,16969375000,21223645400,22272684800,17936101500,20825856600,,,
New Caledonia,NCL,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.341E+11,1.057E+11,4.236E+11,4.506E+11,8.328E+11,1.3465E+12,1.2893E+12,1.2583E+12,1.1496E+12,1.1302E+12,,
